Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Swimwear features (product.metafields.shopify.swimwear-features),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/509acbf4cef1fcc9.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/249f3c56a3941e3c.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,Jane Dress,<p>The Jane Dress. A statement piece for day or evening. Perfect for evening and party. Available in size S.</p>,Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"Swimwear & Resortwear, drop-2-launch",false,Size,S,,,,,,,,JANE-DRESS-S,0.0,shopify,4,deny,manual,415.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/3ab43720f3864f1c.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/3ab43720f3864f1c.jpg,g,,,draft
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c47c9f50797bb41e.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/036c18699a52cb70.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6891f93c5ba7ebe5.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/070396bc5d5e8c30.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/bc1617454e7a2b2e.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/850fbc84a4c247e3.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lui-blouse,Lui Blouse,"<p>The Lui Blouse in white. An elevated, easy-wear blouse. One size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouse,"Swimwear & Resortwear, drop-2-launch",false,Size,One Size,,,,,,,,LUI-BLOUSE-WHITE-OS,0.0,shopify,1,deny,manual,325.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/e545f214570bf14e.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/e545f214570bf14e.jpg,g,,,draft
lui-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/b93de0f07d9601d7.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lui-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/5da1ea37be786387.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,Lula Caftan,"<p>The Lula Caftan in red. An easy, elegant throw-on layer. Perfect for beach and holiday and evening. Available in size S/M.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"Swimwear & Resortwear, drop-2-launch",false,Size,S/M,,,,,,,,LULA-CAFTAN-RED-SM,0.0,shopify,3,deny,manual,195.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/9457322ac898f207.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/9457322ac898f207.jpg,g,,,draft
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/f4b567478a881433.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c717b03dee715eae.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/06f73d5c22e2018b.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7f4f3cc08de2a9f7.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/46ed2a0ab9bdd37f.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/76c4b9aa12da2c4b.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/0980b877052f439a.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/3616922bac977c2c.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosalind-caftan,Rosalind Caftan,"<p>The Rosalind Caftan in yellow with flowers / yellow. An easy, elegant throw-on layer. Perfect for beach and holiday and evening. Available in sizes S, M and L.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"Swimwear & Resortwear, drop-2-launch",false,Color,Yellow with Flowers,,Size,S,,,,,ROSALIND-CAFTAN-YELLOW-S,0.0,shopify,3,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6b7c1ef3092f03dc.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6b7c1ef3092f03dc.jpg,g,,,draft
rosalind-caftan,,,,,,,,Color,Yellow,,Size,S,,,,,ROSALIND-CAFTAN-YELLOW-S,0.0,shopify,3,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/baffc886ea0992db.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6b7c1ef3092f03dc.jpg,g,,,
rosalind-caftan,,,,,,,,Color,Yellow,,Size,M,,,,,ROSALIND-CAFTAN-YELLOW-M,0.0,shopify,4,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/378308d4849be0e1.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6b7c1ef3092f03dc.jpg,g,,,
rosalind-caftan,,,,,,,,Color,Yellow,,Size,L,,,,,ROSALIND-CAFTAN-YELLOW-L,0.0,shopify,2,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/06f81a3ae923dfe9.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6b7c1ef3092f03dc.jpg,g,,,
rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/e3a179e332f76210.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/cf0a941b1f460772.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/21035c2580f49d3f.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simone,Simone,"<p>The Simone dress in silver / black. A statement piece for day or evening. Perfect for evening and party. Available in sizes S, M and L.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"Swimwear & Resortwear, drop-2-launch",false,Color,Silver,,Size,S,,,,,SIMONE-SILVER-S,0.0,shopify,1,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7a3d95a917b5bc41.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7a3d95a917b5bc41.jpg,g,,,draft
simone,,,,,,,,Color,Silver,,Size,M,,,,,SIMONE-SILVER-M,0.0,shopify,1,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/475de998f13e686f.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7a3d95a917b5bc41.jpg,g,,,
simone,,,,,,,,Color,Silver,,Size,L,,,,,SIMONE-SILVER-L,0.0,shopify,1,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c03eae22710ffad2.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7a3d95a917b5bc41.jpg,g,,,
simone,,,,,,,,Color,Black,,Size,S,,,,,SIMONE-BLACK-S,0.0,shopify,3,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/906de40bb4632c46.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c03eae22710ffad2.jpg,g,,,
simone,,,,,,,,Color,Black,,Size,M,,,,,SIMONE-BLACK-M,0.0,shopify,3,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/0ab45913fae1b35e.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c03eae22710ffad2.jpg,g,,,
simone,,,,,,,,Color,Black,,Size,L,,,,,SIMONE-BLACK-L,0.0,shopify,1,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/4689c79c1c672fee.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c03eae22710ffad2.jpg,g,,,
simone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/852d285ebcef25aa.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/3e7a675a1a52c40b.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,Willow Dress,<p>The Willow Dress — a one-size statement piece in Italian lycra. An adjustable chain fastens at the neckline above an open back; the silhouette falls to the knee with signature frills cascading the full length of the leg. Made in Europe.</p>,Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"Swimwear & Resortwear, drop-2-launch",false,Size,One Size,,,,,,,,WILLOW-DRESS-AFRICAN-OS,0.0,shopify,4,deny,manual,325.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/3bc3e2036bd65ef0.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/3bc3e2036bd65ef0.jpg,g,,,draft
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/58640070afa1ab05.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/f2e15e086d36bdb2.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/77ecfa5ef4d7f74a.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c8ab629e123ca0ef.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c706ac96ac6b34fb.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/578ec29dec939fbd.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willow-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/d7206186cbcf1774.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,Handmade Sadie Dress,<p>The Handmade Sadie Dress in old gold / green / silver. A statement piece for day or evening. Perfect for evening and party. One size.</p>,Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"Swimwear & Resortwear, drop-2-launch",false,Color,Old Gold,,Size,One Size,,,,,HANDMADE-SADIE-DRESS-OLD-OS,0.0,shopify,1,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/e76740168d57d0cc.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/e76740168d57d0cc.jpg,g,,,draft
handmade-sadie-dress,,,,,,,,Color,Green,,Size,One Size,,,,,HANDMADE-SADIE-DRESS-GREEN-OS,0.0,shopify,2,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/dd81f1f67e374339.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6f5a3638e49ced3a.jpg,g,,,
handmade-sadie-dress,,,,,,,,Color,Silver,,Size,One Size,,,,,HANDMADE-SADIE-DRESS-SILVER-OS,0.0,shopify,1,deny,manual,225.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/bd606358b60faf95.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/5dc43f45737dc2f9.jpg,g,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/a431fee09fbc8d82.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/007a35c74141f676.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/d2fecfdaed99e71a.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/70d8ef89b6dd63e5.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/0c29d59ab6b8d34e.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/b02710c7bf3d2258.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6f5a3638e49ced3a.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/08dab22dca01b4d5.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7aafb9742be7b3af.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/5dc43f45737dc2f9.jpg,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7cd6c7fd8b59ddba.jpg,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmade-sadie-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/1095d8038177e31f.jpg,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnes-top,Agnes - Top,"<p>The Agnes bottom in black, the matching piece to the Agnes top (sold separately). Color: Black</p>",Pecan Moon,Apparel & Accessories > Clothing > Pants,Bottoms,"Swimwear & Resortwear, drop-2-launch",false,Size,XS,,,,,,,,ANGES-BOTTOM-BLACK-XS,0.0,shopify,4,deny,manual,99.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/4ac926608d1faea2.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/4ac926608d1faea2.jpg,g,,,draft
agnes-top,,,,,,,,Size,S,,,,,,,,ANGES-BOTTOM-BLACK-S,0.0,shopify,0,deny,manual,99.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/58ebe26a65d8abf8.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/4ac926608d1faea2.jpg,g,,,
agnes-top,,,,,,,,Size,M,,,,,,,,ANGES-BOTTOM-BLACK-M,0.0,shopify,17,deny,manual,99.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6572feeb53502e03.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/4ac926608d1faea2.jpg,g,,,
aitana,Aitana,"<p>The Aitana from Pecan Moon, available in classic Black and a striking Royal Blue. True to size. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Swimwear,"Swimwear & Resortwear, drop-2-launch",false,Color,Black,,Size,S,,,,,AITANA-BLACK-S,0.0,shopify,5,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7c1e9a12d1670bc9.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7c1e9a12d1670bc9.jpg,g,,,draft
aitana,,,,,,,,Color,Black,,Size,M,,,,,AITANA-BLACK-M,0.0,shopify,3,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/88bf459219656cb3.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7c1e9a12d1670bc9.jpg,g,,,
aitana,,,,,,,,Color,Black,,Size,L,,,,,AITANA-BLACK-L,0.0,shopify,2,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/1fe7737ce62aafec.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7c1e9a12d1670bc9.jpg,g,,,
aitana,,,,,,,,Color,Royal Blue,,Size,S,,,,,AITANA-ROYAL-S,0.0,shopify,6,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/19f42cb6d855752d.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/ee0c44bfb6b515bd.jpg,g,,,
aitana,,,,,,,,Color,Royal Blue,,Size,M,,,,,AITANA-ROYAL-M,0.0,shopify,0,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/ceaad5900e6674aa.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/ee0c44bfb6b515bd.jpg,g,,,
aitana,,,,,,,,Color,Royal Blue,,Size,L,,,,,AITANA-ROYAL-L,0.0,shopify,0,deny,manual,280.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/c9fb4356eefb5823.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/ee0c44bfb6b515bd.jpg,g,,,
aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7977309199ee87d7.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/e65a9dd1265e19cf.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/aac5601534a596a7.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/ee0c44bfb6b515bd.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/b29d3d0edd06ad49.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/29ef47393b1f07aa.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ali-bottom,Ali (Bottom),"<p>The Ali bottom, available in Black and Blue. True to size. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Pants,Bottoms,"Swimwear & Resortwear, drop-2-launch",false,Color,Black,,Size,S,,,,,ALI-BOTTOM-BLACK-S,0.0,shopify,4,deny,manual,80.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/437b339d380b2d9f.jpg,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/72f02a9300d4d284.jpg,g,,,draft
ali-bottom,,,,,,,,Color,Black,,Size,M,,,,,ALI-BOTTOM-BLACK-M,0.0,shopify,1,deny,manual,80.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6a87d322b698c7d4.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/72f02a9300d4d284.jpg,g,,,
ali-bottom,,,,,,,,Color,Black,,Size,L,,,,,ALI-BOTTOM-BLACK-L,0.0,shopify,3,deny,manual,80.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/7338164dbd61f6f3.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/72f02a9300d4d284.jpg,g,,,
ali-bottom,,,,,,,,Color,Blue,,Size,S,,,,,ALI-BOTTOM-BLUE-S,0.0,shopify,3,deny,manual,80.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/6ec94a0a5590abe5.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/437b339d380b2d9f.jpg,g,,,
ali-bottom,,,,,,,,Color,Blue,,Size,M,,,,,ALI-BOTTOM-BLUE-M,0.0,shopify,3,deny,manual,80.00,,true,true,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/d5bf5ab941a6471a.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/437b339d380b2d9f.jpg,g,,,
ali-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/030b51e0071b5aa3.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ali-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2-sq/72f02a9300d4d284.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
